ensembl_gene_id	gene_symbol	entrez_id	gene_name	gene_label
ENSG00000027869	SH2D2A	9047	SH2 domain containing 2A	SH2D2A
ENSG00000028116	VRK2	7444	VRK serine/threonine kinase 2	VRK2
ENSG00000028137	TNFRSF1B	7133	TNF receptor superfamily member 1B	TNFRSF1B
ENSG00000028203	VEZT	55591	vezatin, adherens junctions transmembrane protein	VEZT
ENSG00000028277	POU2F2	5452	POU class 2 homeobox 2	POU2F2
ENSG00000028310	BRD9	65980	bromodomain containing 9	BRD9
ENSG00000028528	SNX1	6642	sorting nexin 1	SNX1
ENSG00000028839	TBPL1	9519	TATA-box binding protein like 1	TBPL1
ENSG00000029153	BMAL2	56938	basic helix-loop-helix ARNT like 2	BMAL2
ENSG00000029363	BCLAF1	9774	BCL2 associated transcription factor 1	BCLAF1
ENSG00000029364	SLC39A9	55334	solute carrier family 39 member 9	SLC39A9
ENSG00000029534	ANK1	286	ankyrin 1	ANK1
ENSG00000029639	TFB1M	51106	transcription factor B1, mitochondrial	TFB1M
ENSG00000029725	RABEP1	9135	rabaptin, RAB GTPase binding effector protein 1	RABEP1
ENSG00000029993	HMGB3	3149	high mobility group box 3	HMGB3
ENSG00000030066	NUP160	23279	nucleoporin 160	NUP160
ENSG00000030110	BAK1	578	BCL2 antagonist/killer 1	BAK1
ENSG00000030419	IKZF2	22807	IKAROS family zinc finger 2	IKZF2
ENSG00000030582	GRN	2896	granulin precursor	GRN
ENSG00000031003	FAM13B	51306	family with sequence similarity 13 member B	FAM13B
ENSG00000031081	ARHGAP31	57514	Rho GTPase activating protein 31	ARHGAP31
ENSG00000031691	CENPQ	55166	centromere protein Q	CENPQ
ENSG00000031698	SARS1	6301	seryl-tRNA synthetase 1	SARS1
ENSG00000031823	RANBP3	8498	RAN binding protein 3	RANBP3
ENSG00000032219	ARID4A	5926	AT-rich interaction domain 4A	ARID4A
ENSG00000032389	EIPR1	7260	EARP complex and GARP complex interacting protein 1	EIPR1
ENSG00000032444	PNPLA6	10908	patatin like phospholipase domain containing 6	PNPLA6
ENSG00000032742	IFT88	8100	intraflagellar transport 88	IFT88
ENSG00000033011	ALG1	56052	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1
ENSG00000033030	ZCCHC8	55596	zinc finger CCHC-type containing 8	ZCCHC8
ENSG00000033050	ABCF2	10061	ATP binding cassette subfamily F member 2	ABCF2
ENSG00000033100	CHPF2	54480	chondroitin polymerizing factor 2	CHPF2
ENSG00000033122	LRRC7	57554	leucine rich repeat containing 7	LRRC7
ENSG00000033170	FUT8	2530	fucosyltransferase 8	FUT8
ENSG00000033178	UBA6	55236	ubiquitin like modifier activating enzyme 6	UBA6
ENSG00000033327	GAB2	9846	GRB2 associated binding protein 2	GAB2
ENSG00000033627	ATP6V0A1	535	ATPase H+ transporting V0 subunit a1	ATP6V0A1
ENSG00000033800	PIAS1	8554	protein inhibitor of activated STAT 1	PIAS1
ENSG00000033867	SLC4A7	9497	solute carrier family 4 member 7	SLC4A7
ENSG00000034053	APBA2	321	amyloid beta precursor protein binding family A member 2	APBA2
ENSG00000034152	MAP2K3	5606	mitogen-activated protein kinase kinase 3	MAP2K3
ENSG00000034510	TMSB10	9168	thymosin beta 10	TMSB10
ENSG00000034533	ASTE1	28990	asteroid homolog 1	ASTE1
ENSG00000034677	RNF19A	25897	ring finger protein 19A, RBR E3 ubiquitin protein ligase	RNF19A
ENSG00000034693	PEX3	8504	peroxisomal biogenesis factor 3	PEX3
ENSG00000034713	GABARAPL2	11345	GABA type A receptor associated protein like 2	GABARAPL2
ENSG00000035115	SH3YL1	26751	SH3 and SYLF domain containing 1	SH3YL1
ENSG00000035141	FAM136A	84908	family with sequence similarity 136 member A	FAM136A
ENSG00000035403	VCL	7414	vinculin	VCL
ENSG00000035499	DEPDC1B	55789	DEP domain containing 1B	DEPDC1B
ENSG00000035664	DAPK2	23604	death associated protein kinase 2	DAPK2
ENSG00000035681	NSMAF	8439	neutral sphingomyelinase activation associated factor	NSMAF
ENSG00000035687	ADSS2	159	adenylosuccinate synthase 2	ADSS2
ENSG00000035720	STAP1	26228	signal transducing adaptor family member 1	STAP1
ENSG00000035862	TIMP2	7077	TIMP metallopeptidase inhibitor 2	TIMP2
ENSG00000035928	RFC1	5981	replication factor C subunit 1	RFC1
ENSG00000036054	TBC1D23	55773	TBC1 domain family member 23	TBC1D23
ENSG00000036257	CUL3	8452	cullin 3	CUL3
ENSG00000036448	MYOM2	9172	myomesin 2	MYOM2
ENSG00000036549	ZZZ3	26009	zinc finger ZZ-type containing 3	ZZZ3
ENSG00000037042	TUBG2	27175	tubulin gamma 2	TUBG2
ENSG00000037241	RPL26L1	51121	ribosomal protein L26 like 1	RPL26L1
ENSG00000037280	FLT4	2324	fms related receptor tyrosine kinase 4	FLT4
ENSG00000037474	NSUN2	54888	NOP2/Sun RNA methyltransferase 2	NSUN2
ENSG00000037637	FBXO42	54455	F-box protein 42	FBXO42
ENSG00000037749	MFAP3	4238	microfibril associated protein 3	MFAP3
ENSG00000037757	MRI1	84245	methylthioribose-1-phosphate isomerase 1	MRI1
ENSG00000037897	METTL1	4234	methyltransferase 1, tRNA methylguanosine	METTL1
ENSG00000038002	AGA	175	aspartylglucosaminidase	AGA
ENSG00000038210	PI4K2B	55300	phosphatidylinositol 4-kinase type 2 beta	PI4K2B
ENSG00000038219	BOD1L1	259282	biorientation of chromosomes in cell division 1 like 1	BOD1L1
ENSG00000038274	MAT2B	27430	methionine adenosyltransferase 2 non-catalytic beta subunit	MAT2B
ENSG00000038358	EDC4	23644	enhancer of mRNA decapping 4	EDC4
ENSG00000038382	TRIO	7204	trio Rho guanine nucleotide exchange factor	TRIO
ENSG00000038427	VCAN	1462	versican	VCAN
ENSG00000038532	CLEC16A	23274	C-type lectin domain containing 16A	CLEC16A
ENSG00000038945	MSR1	4481	macrophage scavenger receptor 1	MSR1
ENSG00000039068	CDH1	999	cadherin 1	CDH1
ENSG00000039123	MTREX	23517	Mtr4 exosome RNA helicase	MTREX
ENSG00000039319	ZFYVE16	9765	zinc finger FYVE-type containing 16	ZFYVE16
ENSG00000039523	RIPOR1	79567	RHO family interacting cell polarization regulator 1	RIPOR1
ENSG00000039560	RAI14	26064	retinoic acid induced 14	RAI14
ENSG00000039600	SOX30	11063	SRY-box transcription factor 30	SOX30
ENSG00000039650	PNKP	11284	polynucleotide kinase 3'-phosphatase	PNKP
ENSG00000040199	PHLPP2	23035	PH domain and leucine rich repeat protein phosphatase 2	PHLPP2
ENSG00000040275	SPDL1	54908	spindle apparatus coiled-coil protein 1	SPDL1
ENSG00000040341	STAU2	27067	staufen double-stranded RNA binding protein 2	STAU2
ENSG00000040487	SLC66A1	54896	solute carrier family 66 member 1	SLC66A1
ENSG00000040531	CTNS	1497	cystinosin, lysosomal cystine transporter	CTNS
ENSG00000040608	RTN4R	65078	reticulon 4 receptor	RTN4R
ENSG00000040633	PHF23	79142	PHD finger protein 23	PHF23
ENSG00000040933	INPP4A	3631	inositol polyphosphate-4-phosphatase type I A	INPP4A
ENSG00000041353	RAB27B	5874	RAB27B, member RAS oncogene family	RAB27B
ENSG00000041357	PSMA4	5685	proteasome 20S subunit alpha 4	PSMA4
ENSG00000041515	MYO16	23026	myosin XVI	MYO16
ENSG00000041802	LSG1	55341	large 60S subunit nuclear export GTPase 1	LSG1
ENSG00000041880	PARP3	10039	poly(ADP-ribose) polymerase family member 3	PARP3
ENSG00000041988	THAP3	90326	THAP domain containing 3	THAP3
ENSG00000042062	RIPOR3	140876	RIPOR family member 3	RIPOR3
ENSG00000042088	TDP1	55775	tyrosyl-DNA phosphodiesterase 1	TDP1
ENSG00000042286	AIFM2	84883	apoptosis inducing factor mitochondria associated 2	AIFM2
ENSG00000042317	SPATA7	55812	spermatogenesis associated 7	SPATA7
ENSG00000042429	MED17	9440	mediator complex subunit 17	MED17
ENSG00000042445	RETSAT	54884	retinol saturase	RETSAT
ENSG00000042493	CAPG	822	capping actin protein, gelsolin like	CAPG
ENSG00000042753	AP2S1	1175	adaptor related protein complex 2 subunit sigma 1	AP2S1
ENSG00000042832	TG	7038	thyroglobulin	TG
ENSG00000042980	ADAM28	10863	ADAM metallopeptidase domain 28	ADAM28
ENSG00000043093	DCUN1D1	54165	defective in cullin neddylation 1 domain containing 1	DCUN1D1
ENSG00000043143	JADE2	23338	jade family PHD finger 2	JADE2
ENSG00000043462	LCP2	3937	lymphocyte cytosolic protein 2	LCP2
ENSG00000043514	TRIT1	54802	tRNA isopentenyltransferase 1	TRIT1
ENSG00000043591	ADRB1	153	adrenoceptor beta 1	ADRB1
ENSG00000044090	CUL7	9820	cullin 7	CUL7
ENSG00000044115	CTNNA1	1495	catenin alpha 1	CTNNA1
ENSG00000044446	PHKA2	5256	phosphorylase kinase regulatory subunit alpha 2	PHKA2
ENSG00000044459	CNTLN	54875	centlein	CNTLN
ENSG00000044574	HSPA5	3309	heat shock protein family A (Hsp70) member 5	HSPA5
ENSG00000046647	GEMIN8	54960	gem nuclear organelle associated protein 8	GEMIN8
ENSG00000046651	OFD1	8481	OFD1 centriole and centriolar satellite protein	OFD1
ENSG00000046653	GPM6B	2824	glycoprotein M6B	GPM6B
ENSG00000047056	WDR37	22884	WD repeat domain 37	WDR37
ENSG00000047188	YTHDC2	64848	YTH N6-methyladenosine RNA binding protein C2	YTHDC2
ENSG00000047230	CTPS2	56474	CTP synthase 2	CTPS2
ENSG00000047249	ATP6V1H	51606	ATPase H+ transporting V1 subunit H	ATP6V1H
ENSG00000047315	POLR2B	5431	RNA polymerase II subunit B	POLR2B
ENSG00000047346	ATOSA	56204	atos homolog A	ATOSA
ENSG00000047365	ARAP2	116984	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	ARAP2
ENSG00000047410	TPR	7175	translocated promoter region, nuclear basket protein	TPR
ENSG00000047578	KATNIP	23247	katanin interacting protein	KATNIP
ENSG00000047579	DTNBP1	84062	dystrobrevin binding protein 1	DTNBP1
ENSG00000047597	XK	7504	X-linked Kx blood group antigen, Kell and VPS13A binding protein	XK
ENSG00000047621	C12orf4	57102	chromosome 12 open reading frame 4	C12orf4
ENSG00000047634	SCML1	6322	Scm polycomb group protein like 1	SCML1
ENSG00000047644	WWC3	55841	WWC family member 3	WWC3
ENSG00000047648	ARHGAP6	395	Rho GTPase activating protein 6	ARHGAP6
ENSG00000047849	MAP4	4134	microtubule associated protein 4	MAP4
ENSG00000047932	GOPC	57120	golgi associated PDZ and coiled-coil motif containing	GOPC
ENSG00000048028	USP28	57646	ubiquitin specific peptidase 28	USP28
ENSG00000048052	HDAC9	9734	histone deacetylase 9	HDAC9
ENSG00000048140	TSPAN17	26262	tetraspanin 17	TSPAN17
ENSG00000048162	NOP16	51491	NOP16 nucleolar protein	NOP16
ENSG00000048342	CC2D2A	57545	coiled-coil and C2 domain containing 2A	CC2D2A
ENSG00000048392	RRM2B	50484	ribonucleotide reductase regulatory TP53 inducible subunit M2B	RRM2B
ENSG00000048405	ZNF800	168850	zinc finger protein 800	ZNF800
ENSG00000048462	TNFRSF17	608	TNF receptor superfamily member 17	TNFRSF17
ENSG00000048471	SNX29	92017	sorting nexin 29	SNX29
ENSG00000048544	MRPS10	55173	mitochondrial ribosomal protein S10	MRPS10
ENSG00000048649	RSF1	51773	remodeling and spacing factor 1	RSF1
ENSG00000048707	VPS13D	55187	vacuolar protein sorting 13 homolog D	VPS13D
ENSG00000048740	CELF2	10659	CUGBP Elav-like family member 2	CELF2
ENSG00000048828	FAM120A	23196	family with sequence similarity 120 member A	FAM120A
ENSG00000048991	R3HDM1	23518	R3H domain containing 1	R3HDM1
ENSG00000049089	COL9A2	1298	collagen type IX alpha 2 chain	COL9A2
ENSG00000049167	ERCC8	1161	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	ERCC8
ENSG00000049192	ADAMTS6	11174	ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAMTS6
ENSG00000049239	H6PD	9563	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	H6PD
ENSG00000049245	VAMP3	9341	vesicle associated membrane protein 3	VAMP3
ENSG00000049246	PER3	8863	period circadian regulator 3	PER3
ENSG00000049247	UTS2	10911	urotensin 2	UTS2
ENSG00000049249	TNFRSF9	3604	TNF receptor superfamily member 9	TNFRSF9
ENSG00000049323	LTBP1	4052	latent transforming growth factor beta binding protein 1	LTBP1
ENSG00000049449	RCN1	5954	reticulocalbin 1	RCN1
ENSG00000049541	RFC2	5982	replication factor C subunit 2	RFC2
ENSG00000049618	ARID1B	57492	AT-rich interaction domain 1B	ARID1B
ENSG00000049656	CLPTM1L	81037	CLPTM1 like	CLPTM1L
ENSG00000049759	NEDD4L	23327	NEDD4 like E3 ubiquitin protein ligase	NEDD4L
ENSG00000049768	FOXP3	50943	forkhead box P3	FOXP3
ENSG00000049769	PPP1R3F	89801	protein phosphatase 1 regulatory subunit 3F	PPP1R3F
ENSG00000049860	HEXB	3074	hexosaminidase subunit beta	HEXB
ENSG00000049883	PTCD2	79810	pentatricopeptide repeat domain 2	PTCD2
ENSG00000050030	NEXMIF	340533	neurite extension and migration factor	NEXMIF
ENSG00000050130	JKAMP	51528	JNK1/MAPK8 associated membrane protein	JKAMP
ENSG00000050165	DKK3	27122	dickkopf WNT signaling pathway inhibitor 3	DKK3
ENSG00000050327	ARHGEF5	7984	Rho guanine nucleotide exchange factor 5	ARHGEF5
ENSG00000050344	NFE2L3	9603	NFE2 like bZIP transcription factor 3	NFE2L3
ENSG00000050393	MCUR1	63933	mitochondrial calcium uniporter regulator 1	MCUR1
ENSG00000050405	LIMA1	51474	LIM domain and actin binding 1	LIMA1
ENSG00000050426	LETMD1	25875	LETM1 domain containing 1	LETMD1
ENSG00000050438	SLC4A8	9498	solute carrier family 4 member 8	SLC4A8
ENSG00000050555	LAMC3	10319	laminin subunit gamma 3	LAMC3
ENSG00000050730	TNIP3	79931	TNFAIP3 interacting protein 3	TNIP3
ENSG00000050748	MAPK9	5601	mitogen-activated protein kinase 9	MAPK9
ENSG00000050767	COL23A1	91522	collagen type XXIII alpha 1 chain	COL23A1
ENSG00000051009	FHIP1B	84067	FHF complex subunit HOOK interacting protein 1B	FHIP1B
ENSG00000051108	HERPUD1	9709	homocysteine inducible ER protein with ubiquitin like domain 1	HERPUD1
ENSG00000051128	HOMER3	9454	homer scaffold protein 3	HOMER3
ENSG00000051180	RAD51	5888	RAD51 recombinase	RAD51
ENSG00000051341	POLQ	10721	DNA polymerase theta	POLQ
ENSG00000051382	PIK3CB	5291	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	PIK3CB
ENSG00000051523	CYBA	1535	cytochrome b-245 alpha chain	CYBA
ENSG00000051596	THOC3	84321	THO complex subunit 3	THOC3
ENSG00000051620	HEBP2	23593	heme binding protein 2	HEBP2
ENSG00000051825	MPHOSPH9	10198	M-phase phosphoprotein 9	MPHOSPH9
ENSG00000052126	PLEKHA5	54477	pleckstrin homology domain containing A5	PLEKHA5
ENSG00000052723	SIKE1	80143	suppressor of IKBKE 1	SIKE1
ENSG00000052749	RRP12	23223	ribosomal RNA processing 12 homolog	RRP12
ENSG00000052795	FNIP2	57600	folliculin interacting protein 2	FNIP2
ENSG00000052802	MSMO1	6307	methylsterol monooxygenase 1	MSMO1
ENSG00000052841	TTC17	55761	tetratricopeptide repeat domain 17	TTC17
ENSG00000053254	FOXN3	1112	forkhead box N3	FOXN3
ENSG00000053371	AKR7A2	8574	aldo-keto reductase family 7 member A2	AKR7A2
ENSG00000053372	MRTO4	51154	MRT4 homolog, ribosome maturation factor	MRTO4
ENSG00000053501	USE1	55850	unconventional SNARE in the ER 1	USE1
ENSG00000053524	MCF2L2	23101	MCF.2 cell line derived transforming sequence-like 2	MCF2L2
ENSG00000053702	NRIP2	83714	nuclear receptor interacting protein 2	NRIP2
ENSG00000053770	AP5M1	55745	adaptor related protein complex 5 subunit mu 1	AP5M1
ENSG00000053900	ANAPC4	29945	anaphase promoting complex subunit 4	ANAPC4
ENSG00000053918	KCNQ1	3784	potassium voltage-gated channel subfamily Q member 1	KCNQ1
ENSG00000054116	TRAPPC3	27095	trafficking protein particle complex subunit 3	TRAPPC3
ENSG00000054118	THRAP3	9967	thyroid hormone receptor associated protein 3	THRAP3
ENSG00000054148	PHPT1	29085	phosphohistidine phosphatase 1	PHPT1
ENSG00000054219	LY75	4065	lymphocyte antigen 75	LY75
ENSG00000054267	ARID4B	51742	AT-rich interaction domain 4B	ARID4B
ENSG00000054277	OPN3	23596	opsin 3	OPN3
ENSG00000054282	SDCCAG8	10806	SHH signaling and ciliogenesis regulator SDCCAG8	SDCCAG8
ENSG00000054356	PTPRN	5798	protein tyrosine phosphatase receptor type N	PTPRN
ENSG00000054392	HHAT	55733	hedgehog acyltransferase	HHAT
ENSG00000054523	KIF1B	23095	kinesin family member 1B	KIF1B
ENSG00000054611	TBC1D22A	25771	TBC1 domain family member 22A	TBC1D22A
ENSG00000054654	SYNE2	23224	spectrin repeat containing nuclear envelope protein 2	SYNE2
ENSG00000054793	ATP9A	10079	ATPase phospholipid transporting 9A (putative)	ATP9A
ENSG00000054965	FAM168A	23201	family with sequence similarity 168 member A	FAM168A
ENSG00000054967	RELT	84957	RELT TNF receptor	RELT
ENSG00000054983	GALC	2581	galactosylceramidase	GALC
ENSG00000055044	NOP58	51602	NOP58 ribonucleoprotein	NOP58
ENSG00000055070	SZRD1	26099	SUZ RNA binding domain containing 1	SZRD1
ENSG00000055118	KCNH2	3757	potassium voltage-gated channel subfamily H member 2	KCNH2
ENSG00000055130	CUL1	8454	cullin 1	CUL1
ENSG00000055147	FAM114A2	10827	family with sequence similarity 114 member A2	FAM114A2
ENSG00000055163	CYFIP2	26999	cytoplasmic FMR1 interacting protein 2	CYFIP2
ENSG00000055208	TAB2	23118	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	TAB2
ENSG00000055211	GINM1	116254	glycosylated integral membrane protein 1	GINM1
ENSG00000055332	EIF2AK2	5610	eukaryotic translation initiation factor 2 alpha kinase 2	EIF2AK2
ENSG00000055483	USP36	57602	ubiquitin specific peptidase 36	USP36
ENSG00000055609	KMT2C	58508	lysine methyltransferase 2C	KMT2C
ENSG00000055732	MCOLN3	55283	mucolipin TRP cation channel 3	MCOLN3
ENSG00000055917	PUM2	23369	pumilio RNA binding family member 2	PUM2
ENSG00000055950	MRPL43	84545	mitochondrial ribosomal protein L43	MRPL43
ENSG00000055957	ITIH1	3697	inter-alpha-trypsin inhibitor heavy chain 1	ITIH1
ENSG00000056050	HPF1	54969	histone PARylation factor 1	HPF1
ENSG00000056097	ZFR	51663	zinc finger RNA binding protein	ZFR
ENSG00000056277	ZNF280C	55609	zinc finger protein 280C	ZNF280C
ENSG00000056558	TRAF1	7185	TNF receptor associated factor 1	TRAF1
ENSG00000056586	RC3H2	54542	ring finger and CCCH-type domains 2	RC3H2
ENSG00000056736	IL17RB	55540	interleukin 17 receptor B	IL17RB
ENSG00000056972	TRAF3IP2	10758	TRAF3 interacting protein 2	TRAF3IP2
ENSG00000057019	DCBLD2	131566	discoidin, CUB and LCCL domain containing 2	DCBLD2
ENSG00000057252	SOAT1	6646	sterol O-acyltransferase 1	SOAT1
ENSG00000057294	PKP2	5318	plakophilin 2	PKP2
ENSG00000057608	GDI2	2665	GDP dissociation inhibitor 2	GDI2
ENSG00000057657	PRDM1	639	PR/SET domain 1	PRDM1
ENSG00000057663	ATG5	9474	autophagy related 5	ATG5
ENSG00000057704	TMCC3	57458	transmembrane and coiled-coil domain family 3	TMCC3
ENSG00000057757	PITHD1	57095	PITH domain containing 1	PITHD1
ENSG00000057935	MTA3	57504	metastasis associated 1 family member 3	MTA3
ENSG00000058056	USP13	8975	ubiquitin specific peptidase 13	USP13
ENSG00000058063	ATP11B	23200	ATPase phospholipid transporting 11B (putative)	ATP11B
ENSG00000058091	CDK14	5218	cyclin dependent kinase 14	CDK14
ENSG00000058262	SEC61A1	29927	SEC61 translocon subunit alpha 1	SEC61A1
ENSG00000058272	PPP1R12A	4659	protein phosphatase 1 regulatory subunit 12A	PPP1R12A
ENSG00000058453	CROCC	9696	ciliary rootlet coiled-coil, rootletin	CROCC
ENSG00000058600	POLR3E	55718	RNA polymerase III subunit E	POLR3E
ENSG00000058668	ATP2B4	493	ATPase plasma membrane Ca2+ transporting 4	ATP2B4
ENSG00000058729	RIOK2	55781	RIO kinase 2	RIOK2
ENSG00000058799	YIPF1	54432	Yip1 domain family member 1	YIPF1
ENSG00000058804	NDC1	55706	NDC1 transmembrane nucleoporin	NDC1
ENSG00000058866	DGKG	1608	diacylglycerol kinase gamma	DGKG
ENSG00000059122	FLYWCH1	84256	FLYWCH-type zinc finger 1	FLYWCH1
ENSG00000059145	UNKL	64718	unk like zinc finger	UNKL
ENSG00000059377	TBXAS1	6916	thromboxane A synthase 1	TBXAS1
ENSG00000059378	PARP12	64761	poly(ADP-ribose) polymerase family member 12	PARP12
ENSG00000059573	ALDH18A1	5832	aldehyde dehydrogenase 18 family member A1	ALDH18A1
ENSG00000059588	TARBP1	6894	TAR (HIV-1) RNA binding protein 1	TARBP1
ENSG00000059691	GATB	5188	glutamyl-tRNA amidotransferase subunit B	GATB
ENSG00000059728	MXD1	4084	MAX dimerization protein 1	MXD1
ENSG00000059758	CDK17	5128	cyclin dependent kinase 17	CDK17
ENSG00000059769	DNAJC25	548645	DnaJ heat shock protein family (Hsp40) member C25	DNAJC25
ENSG00000059804	SLC2A3	6515	solute carrier family 2 member 3	SLC2A3
ENSG00000059915	PSD	5662	pleckstrin and Sec7 domain containing	PSD
ENSG00000060069	CTDP1	9150	CTD phosphatase subunit 1	CTDP1
ENSG00000060138	YBX3	8531	Y-box binding protein 3	YBX3
ENSG00000060140	STYK1	55359	serine/threonine/tyrosine kinase 1	STYK1
ENSG00000060237	WNK1	65125	WNK lysine deficient protein kinase 1	WNK1
ENSG00000060339	CCAR1	55749	cell division cycle and apoptosis regulator 1	CCAR1
ENSG00000060491	OGFR	11054	opioid growth factor receptor	OGFR
ENSG00000060558	GNA15	2769	G protein subunit alpha 15	GNA15
ENSG00000060642	PIGV	55650	phosphatidylinositol glycan anchor biosynthesis class V	PIGV
ENSG00000060688	SNRNP40	9410	small nuclear ribonucleoprotein U5 subunit 40	SNRNP40
ENSG00000060749	QSER1	79832	glutamine and serine rich 1	QSER1
ENSG00000060762	MPC1	51660	mitochondrial pyruvate carrier 1	MPC1
ENSG00000060971	ACAA1	30	acetyl-CoA acyltransferase 1	ACAA1
ENSG00000060982	BCAT1	586	branched chain amino acid transaminase 1	BCAT1
ENSG00000061273	HDAC7	51564	histone deacetylase 7	HDAC7
ENSG00000061337	LZTS1	11178	leucine zipper tumor suppressor 1	LZTS1
ENSG00000061656	SPAG4	6676	sperm associated antigen 4	SPAG4
ENSG00000061676	NCKAP1	10787	NCK associated protein 1	NCKAP1
ENSG00000061794	MRPS35	60488	mitochondrial ribosomal protein S35	MRPS35
ENSG00000061918	GUCY1B1	2983	guanylate cyclase 1 soluble subunit beta 1	GUCY1B1
ENSG00000061936	SFSWAP	6433	splicing factor SWAP	SFSWAP
ENSG00000061938	TNK2	10188	tyrosine kinase non receptor 2	TNK2
ENSG00000061987	MON2	23041	MON2 homolog, regulator of endosome-to-Golgi trafficking	MON2
ENSG00000062194	GPBP1	65056	GC-rich promoter binding protein 1	GPBP1
ENSG00000062282	DGAT2	84649	diacylglycerol O-acyltransferase 2	DGAT2
